Title,Affiliation,Authors
High-Level Motor Planning Assessment During Performance of Complex Action Sequences in Humans and a Humanoid Robot,"['Cognitive Motor Neuroscience Laboratory, Department of Kinesiology, School of Public Health, University of Maryland, 4200 Valley Drive, College Park, MD, 20742, USA', 'Department of Electrical Engineering and Computer Science, Syracuse University, New York, 13244, USA', 'Department of Computer Science,, University of Maryland, College Park, MD, 20742, USA', 'Institute for Advanced Computer Studies, University of Maryland, College Park, MD, 20742, USA', 'Neuroscience and Cognitive Science Program, University of Maryland, College Park, MD, USA', 'Maryland Robotics Center, University of Maryland, College Park, MD, USA']","['Theresa C. Hauge\xa0&\xa0Rodolphe J. Gentili', 'Garrett E. Katz', 'Gregory P. Davis,\xa0Di-Wei Huang\xa0&\xa0James A. Reggia', 'James A. Reggia', 'James A. Reggia\xa0&\xa0Rodolphe J. Gentili', 'James A. Reggia\xa0&\xa0Rodolphe J. Gentili']"
Development and Validation of Robot Patient Equipped with an Inertial Measurement Unit and Angular Position Sensors to Evaluate Transfer Skills of Nurses,"['Department of Precision Engineering, Graduate School of Engineering, The University of Tokyo, Tokyo, 113-8656, Japan', 'School of Computing, Tokyo Institute of Technology, Tokyo, 152-8550, Japan', 'Department of Precision Engineering, Graduate School of Engineering, The University of Tokyo, Tokyo, 113-8656, Japan', 'Faculty of Nursing, Kanto Gakuin University, Yokohama, 236-8501, Japan', 'Faculty of Nursing, Tokyo Ariake University of Medical and Health Sciences, Tokyo, 135-0063, Japan', 'Faculty of Nursing, Tokyo Ariake University of Medical and Health Sciences, Tokyo, 135-0063, Japan', 'Faculty of Nursing, Tokyo Ariake University of Medical and Health Sciences, Tokyo, 135-0063, Japan', 'Department of Advanced Fibro-Science, Kyoto Institute of Technology, Kyoto, 606-8585, Japan', 'Research into Artifacts Center for Engineering (RACE), School of Engineering, The University of Tokyo, Tokyo, 113-8656, Japan']","['Chingszu Lin', 'Taiki Ogata', 'Zhihang Zhong', 'Masako Kanai-Pak', 'Jukai Maeda', 'Yasuko Kitajima', 'Mitsuhiro Nakamura', 'Noriaki Kuwahara', 'Jun Ota']"
Robotic System for Physical Training of Older Adults,"['Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, Beer-Sheva, 8410501, Israel']","['Omri Avioz-Sarig,\xa0Samuel Olatunji,\xa0Vardit Sarne-Fleischmann\xa0&\xa0Yael Edan']"
A Close Look at the Imitation Performance of Children with Autism and Typically Developing Children Using a Robotic System,"['Social and Cognitive Robotics Laboratory, Center of Excellence in Design, Robotics and Automation (CEDRA), Sharif University of Technology, Tehran, Iran', 'Ritchie School of Engineering and Computer Science, Computer Vision and Social Robotics Lab, University of Denver, Denver, CO, USA']","['Alireza Taheri\xa0&\xa0Ali Meghdari', 'Mohammad H. Mahoor']"
Applying Kansei/Affective Engineering Methodologies in the Design of Social and Service Robots: A Systematic Review,"['Tokyo University of Agriculture and Technology, Tokyo, Japan', 'National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan']","['Enrique Coronado\xa0&\xa0Gentiane Venture', 'Natsuki Yamanobe']"
Telepresence Mobile Robots Design and Control for Social Interaction,"['Department of Electromechanical Engineering, Addis Ababa Science and Technology University, Addis Ababa, Ethiopia', 'Department of Mechanical Engineering, Mizan Tepi University, Mizan Tepi, Ethiopia', 'Department of Electrical and Electronic Engineering, National Institute of Textile Engineering and Research (NITER), Dhaka, 1350, Bangladesh']","['Tadele Belay Tuli', 'Tesfaye Olana Terefe', 'Md Mamun Ur Rashid']"
Character Synthesis of Ballet Archetypes on Robots Using Laban Movement Analysis: Comparison Between a Humanoid and an Aerial Robot Platform with Lay and Expert Observation,"['Collaborative Robotics and Intelligent Systems Institute, Oregon State University, Corvalis, OR, 97331, USA', 'Robotics, Automation, and Dance (RAD) Lab, University of Illinois at Urbana-Champaign, Urbana, IL, 61801, USA']","['A. Bacula', 'A. LaViers']"
A Reinforcement Learning Based Cognitive Empathy Framework for Social Robots,"['Robotics and Multibody Mechanics Research Group, Vrije Universiteit Brussel and Flanders Make, Brussels, Belgium', 'Artificial Intelligence Lab, Vrije Universiteit Brussel, Brussels, Belgium']","['Elahe Bagheri,\xa0Hoang-Long Cao\xa0&\xa0Bram Vanderborght', 'Oliver Roesler']"
Is the Social Desirability Effect in Human–Robot Interaction overestimated? A Conceptual Replication Study Indicates Less Robust Effects,"['Institute of Industrial Engineering and Ergonomics, RWTH Aachen University, Aachen, Germany']",['Benedikt Leichtmann\xa0&\xa0Verena Nitsch']
Socially Assistive Robots as Mental Health Interventions for Children: A Scoping Review,"['Division of Neurology, Department of Medicine, University of British Columbia, B402 Shaughnessy, 4480 Oak Street, Vancouver, BC, V6H 3N1, Canada', 'Department of Computer Science, University of Sheffield, Sheffield, UK', 'BC Children’s and Women’s Hospital, Vancouver, BC, Canada']","['Katarzyna Kabacińska\xa0&\xa0Julie M. Robillard', 'Tony J. Prescott', 'Julie M. Robillard']"
The Robot Economy: Here It Comes,"['Human Centered Robotics Lab (University of Texas at Austin), Austin, USA', 'Department of Aerospace Engineering (University of Texas at Austin), Human Centered Robotics Lab (University of Texas at Austin), Austin, USA']","['Miguel Arduengo', 'Luis Sentis']"
Human-Inspired Robotic Eye-Hand Coordination Enables New Communication Channels Between Humans and Robots,"['Department of Ocean and Mechanical Engineering, Florida Atlantic University, Boca Raton, FL, USA']","['Stephanie Olson,\xa0Moaed Abd\xa0&\xa0Erik D. Engeberg']"
"Role Assignment Analysis of an Assistive Robotic Platform in a High School Mathematics Class, Through a Gamification and Usability Evaluation","['School of Engineering and Sciences, Tecnologico de Monterrey, Calle del Puente 222, Mexico City, Mexico', 'Faculty of Psychology, UNAM, Avenida Universidad 3004, Mexico City, Mexico']","['Germán E. Baltazar Reyes,\xa0Edgar López\xa0&\xa0Pedro Ponce', 'Nancy Mazón']"
Proposition of a Distributed Voronoi Partitioning Approach Enhanced with a Dispersion Phase for a Multirobot System,"['Complex Outstanding Systems Modeling Optimization and Supervision (COSMOS) Research Lab., Ecole Nationale des Sciences de l’Informatique, Campus Universitaire de la Manouba, 2010, Manouba, Tunisia']",['Nourchene Ben\xa0Slimane\xa0&\xa0Moncef Tagina']
Editorial Introduction to Special Issue on Religion in Robotics,"['Waseda University, Tokyo, Japan', 'Tohoku University, Sendai, Japan', 'University of Genoa, Genoa, Italy', 'Siegen University, Siegen, Germany']","['Gabriele Trovato', 'Yueh-Hsuan Weng', 'Antonio Sgorbissa', 'Rainer Wieching']"
From Motions to Emotions: Can the Fundamental Emotions be Expressed in a Robot Swarm?,"['School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA']",['María Santos\xa0&\xa0Magnus Egerstedt']
"Competing with or Against Cozmo, the Robot: Influence of Interaction Context and Outcome on Mind Perception","['Department of Marketing, Koc University, Rumelifeneri Yolu, 34450, Sariyer, Istanbul, Turkey', 'Departent of Psychology, Koc University, Rumelifeneri Yolu, 34450, Sariyer, Istanbul, Turkey']","['Deniz Lefkeli\xa0&\xa0Zeynep Gürhan-Canli', 'Yagmur Ozbay\xa0&\xa0Terry Eskenazi']"
Active Participation in Lectures via a Collaboratively Controlled Robot,"['Graduate School of Engineering Science, Osaka University, Osaka, Japan', 'JST ERATO Ishiguro Symbiotic Human–Robot Interaction Project, Osaka, Japan', 'SDU Robotics, Maersk Mc-Kinney Moller Institute, University of Southern Denmark, Odense, Denmark', 'Graduate School of Engineering, Nagoya University, Aichi, Japan']","['Jiro Shimaya,\xa0Yuichiro Yoshikawa,\xa0Nobuhiro Jinnai\xa0&\xa0Hiroshi Ishiguro', 'Jiro Shimaya,\xa0Yuichiro Yoshikawa,\xa0Nobuhiro Jinnai\xa0&\xa0Hiroshi Ishiguro', 'Oskar Palinko', 'Kohei Ogawa']"
"Ethics, Human Rights, the Intelligent Robot, and its Subsystem for Moral Beliefs","['Linköping University, Linköping, Sweden']",['Erik Sandewall']
The Mind in the Machine: Mind Perception Modulates Gaze Aversion During Child–Robot Interaction,"['WeCareMore Centre for Research & Innovation - AIAS Bologna, Piazza della Pace 4/a, 40134, Bologna, Italy', 'Department of Psychology, University of Bologna, Viale Carlo Berti Pichat 5, 40127, Bologna, Italy', 'Department of Psychology, Sapienza University of Rome, Via dei Marsi 78, 00185, Rome, Italy', 'Neuroimaging Laboratory, Santa Lucia Foundation, Via Ardeatina, 306/354, 00179, Rome, Italy']","['Lorenzo Desideri,\xa0Arianna Gherardini\xa0&\xa0Lisa Cesario', 'Lorenzo Desideri,\xa0Paola Bonifacci,\xa0Giulia Croati,\xa0Angelica Dalena,\xa0Maria Gesualdo\xa0&\xa0Gianfelice Molinario', 'Cristina Ottaviani', 'Cristina Ottaviani']"
"I, Robot: How Human Appearance and Mind Attribution Relate to the Perceived Danger of Robots","['Behavioural Science Institute, Radboud University Nijmegen, P.O. Box 9104, 6500 HE, Nijmegen, The Netherlands', 'Marketing and Consumer Behaviour Group, Wageningen University, P.O. Box 8130, 6700 EW, Wageningen, The Netherlands', 'Department of Psychology, University Utrecht, Heidelberglaan 1, 3584 CS, Utrecht, The Netherlands']","['Barbara C. N. Müller\xa0&\xa0Sari R. R. Nijssen', 'Xin Gao', 'Tom G. E. Damen']"
How are Your Robot Friends Doing? A Design Exploration of Graphical Techniques Supporting Awareness of Robot Team Members in Teleoperation,"['Computer Science, University of Manitoba, Winnipeg, MB, Canada']","['Stela H. Seo,\xa0James E. Young\xa0&\xa0Pourang Irani']"
Facilitating the Child–Robot Interaction by Endowing the Robot with the Capability of Understanding the Child Engagement: The Case of Mio Amico Robot,"['Department of Neurosciences, Imaging and Clinical Sciences, University G. d’Annunzio of Chieti-Pescara, Chieti, Italy', 'Next2U s.r.l., Pescara, Italy', 'Ud’Anet s.r.l., Torrevecchia Teatina, Italy', 'Lisciani Giochi s.r.l., Teramo, Italy']","['Chiara Filippini,\xa0Daniela Cardone\xa0&\xa0Arcangelo Merla', 'Edoardo Spadolini\xa0&\xa0Arcangelo Merla', 'Domenico Bianchi,\xa0Maurizio Preziuso,\xa0Christian Sciarretta\xa0&\xa0Valentina del Cimmuto', 'Davide Lisciani']"
A Taxonomy to Structure and Analyze Human–Robot Interaction,"['Humboldt-Universität zu Berlin, Rudower Chaussee 18, 12489, Berlin, Germany', 'Technische Universität Berlin, Marchstr. 12, 10587, Berlin, Germany']","['Linda Onnasch', 'Eileen Roesler']"
Effects of Different Types of Social Robot Voices on Affective Evaluations in Different Application Fields,"['The Graduate Institute of Design Science, Tatung University, Taipei, Taiwan', 'Department of Industrial Design, Tatung University, Taipei, Taiwan', 'Art College of Xiamen University, Xiamen University, Fujian, China']","['Xiao Dou', 'Chih-Fu Wu,\xa0Kai-Chieh Lin\xa0&\xa0Tzu-Min Tseng', 'Senzhong Gan']"
Robots for Future Classrooms: A Cross-Cultural Validation Study of “Negative Attitudes Toward Robots Scale” in the U.S. Context,"['The Pennsylvania State University, 310G Rackley, University Park, PA, 16802, USA']",['Yu Xia\xa0&\xa0Gerald LeTendre']
Blessing Robot BlessU2: A Discursive Design Study to Understand the Implications of Social Robots in Religious Contexts,"['Siegen University, Siegen, Germany', 'Würzburg University, Würzburg, Germany']","['Diana Löffler', 'Jörn Hurtienne\xa0&\xa0Ilona Nord']"
"Socially Assistive Robots, Older Adults and Research Ethics: The Case for Case-Based Ethics Training","['Department of Informatics, Bioengineering, Robotics and Systems Engineering, University of Genoa, Via dell’Opera Pia, 15, 16145, Genoa, Italy', 'University of Bedfordshire, Park Square, Luton, LU1 3JU, UK', 'Advinia Healthcare, Gateway House (First Floor), 324 Regents Park Road, London, N3 2LN, UK']","['Linda Battistuzzi,\xa0Barbara Bruno\xa0&\xa0Antonio Sgorbissa', 'Chris Papadopoulos\xa0&\xa0Tetiana Hill', 'Nina Castro']"
Socially Assistive Robots: The Specific Case of the NAO,"['Department of Health Sciences, Université du Québec à Chicoutimi, Chicoutimi, QC, Canada', 'Department of Computer Science and Mathematics, Université du Québec à Chicoutimi, Chicoutimi, QC, Canada', 'Ambient Intelligence Laboratory for Activity Recognition, LIARA, Chicoutimi, QC, Canada']","['Adam Robaczewski\xa0&\xa0Julie Bouchard', 'Kevin Bouchard\xa0&\xa0Sébastien Gaboury', 'Adam Robaczewski,\xa0Julie Bouchard,\xa0Kevin Bouchard\xa0&\xa0Sébastien Gaboury']"
Religion and Robots: Towards the Synthesis of Two Extremes,"['School of International Liberal Studies, Waseda University, 11-1430, 1-6-1 Nishi-Waseda, Shinjuku-ku, Tokyo-to, 169-8050, Japan', 'Notre Dame de Vie Institute, 205 Chemin de Sainte-Garde, 84210, Saint-Didier, France', 'Graduate School of Letters, Arts and Sciences, Waseda University, 1-24-1 Toyama, Shinjuku-ku, Tokyo, 162-8644, Japan', 'Department of Psychology, Pontificia Universidad Católica del Perú, Av. Universitaria 1801, San Miguel, Lima, Peru', 'Department of Industrial Design, Delft University of Technology, Delft, Netherlands', 'Anthropological Section, Department of Social Sciences, Pontificia Universidad Católica del Perú, Av. Universitaria 1801, San Miguel, Lima, Peru', 'Mechatronic Specialty, Engineering Department, Pontificia Universidad Católica del Perú, Av. Universitaria 1801, San Miguel, Lima, Peru']","['Gabriele Trovato', 'Loys De Saint Chamas', 'Masao Nishimura', 'Renato Paredes', 'Cesar Lucho', 'Alexander Huerta-Mercado', 'Francisco Cuellar']"
Experimental Studies of Human–Robot Interaction: Threats to Valid Interpretation from Methodological Constraints Associated with Experimental Manipulations,"['Australian College of Applied Psychology, 16 Coglin Street, Adelaide, SA, 5000, Australia', 'University of South Australia, Adelaide, Australia', 'Charles Sturt University, Bathurst, Australia', 'Macquarie University, Sydney, Australia']","['J. Michael Innes', 'J. Michael Innes', 'Ben W. Morrison', 'Ben W. Morrison']"
Development of Active Lower Limb Robotic-Based Orthosis and Exoskeleton Devices: A Systematic Review,"['Mechanical Engineering Department, Indian Institute of Technology Guwahati, Guwahati, 781039, India']","['Bhaben Kalita,\xa0Jyotindra Narayan\xa0&\xa0Santosha Kumar Dwivedy']"
Trust in and Ethical Design of Carebots: The Case for Ethics of Care,"['School of Law, Singapore Management University, Singapore, Singapore']",['Gary Chan Kok Yew']
Robot Likeability and Reciprocity in Human Robot Interaction: Using Ultimatum Game to determinate Reciprocal Likeable Robot Strategies,"['University of New South Wales, Arts and Design, Sydney, Australia', 'HITLab NZ, University of Canterbury, Christchurch, New Zealand']","['Eduardo Benítez Sandoval', 'Eduardo Benítez Sandoval,\xa0Jürgen Brandstatter,\xa0Utku Yalcin\xa0&\xa0Christoph Bartneck']"
Inference of Other’s Minds with Limited Information in Evolutionary Robotics,"['School of Integrated Technology, GIST, Gwangju, South Korea', 'Department of Computer Science, Yonsei University, Seoul, South Korea']","['Kyung-Joong Kim', 'Sung-Bae Cho']"
Introduction to Special Issue: Embodied Interactive Robots,[],[]
Towards Ethical Guidelines of Using Telepresence Robots in Residential Care,"['VTT Technical Research Centre of Finland Ltd, Tampere, Finland', 'University of Jyväskylä, Jyväskylä, Finland']","['Marketta Niemelä,\xa0Antti Tammela,\xa0Iina Aaltonen\xa0&\xa0Hanna Lammi', 'Lina van Aerschot']"
A Socially Assistive Mobile Platform for Weight-Support in Gait Training,"['Department of Intelligent Interaction Technologies, University of Tsukuba, 1-1-1 Tennodai, Tsukuba, Ibaraki, 305-8573, Japan', 'Faculty of Engineering, Information and Systems, University of Tsukuba, 1-1-1 Tennodai, Tsukuba, Ibaraki, 305-8573, Japan', 'Center for Cybernics Research, University of Tsukuba, Tsukuba, Japan, 1-1-1 Tennodai, Tsukuba, Ibaraki, 305-8573, Japan', 'Center for Innovative Medicine and Engineering, University of Tsukuba Hospital, 2-1-1 Amakubo, Tsukuba, Ibaraki, 305-8576, Japan']","['Bruno Leme', 'Masakazu Hirokawa\xa0&\xa0Kenji Suzuki', 'Hideki Kadone\xa0&\xa0Kenji Suzuki', 'Hideki Kadone\xa0&\xa0Kenji Suzuki']"
The (Fe)male Robot: How Robot Body Shape Impacts First Impressions and Trust Towards Robots,"['Cluster of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Inspiration 1, 33619, Bielefeld, Germany']","['Jasmin Bernotat,\xa0Friederike Eyssel\xa0&\xa0Janik Sachse']"
It’s in the Eyes: The Engaging Role of Eye Contact in HRI,"['Istituto Italiano di Tecnologia, Social Cognition in Human-Robot Interaction, Centre for Human Technologies, Via Enrico Melen 83, 16152, Genoa, Italy', 'Ludwig Maximilian University, Großhaderner Str. 2, 82152, Planegg, Germany', 'Istituto Italiano di Tecnologia, iCub Facility, Via San Quirico 19, 16163, Genoa, Italy', 'University of Plymouth, Drake Circus, Plymouth, PL4 8AA, UK', 'Luleå University of Technology, 97187, Luleå, Sweden']","['Kyveli Kompatsiari,\xa0Francesca Ciardo\xa0&\xa0Agnieszka Wykowska', 'Kyveli Kompatsiari', 'Vadim Tikhanoff\xa0&\xa0Giorgio Metta', 'Giorgio Metta', 'Agnieszka Wykowska']"
