Title,Authors,Keywords
"The Interplay Between Emotional Intelligence, Trust, and Gender in Human–Robot Interaction","'Theresa Law', 'Meia Chita-Tegmark', 'Matthias Scheutz'","'Human–robot interaction', 'Trust', 'Emotional intelligence', 'Gender'"
A Humanoid Social Robot Based Approach for Indoor Environment Quality Monitoring and Well-Being Improvement,"'Patrizia Ribino', 'Marina Bonomolo', 'Carmelo Lodato', 'Gianpaolo Vitale'","'Social robotics', 'Comfort indoor', 'Human-centric approach', 'Norm-based system'"
Comparing Robot and Human guided Personalization: Adaptive Exercise Robots are Perceived as more Competent and Trustworthy,"'Sebastian Schneider', 'Franz Kummert'","'Human–robot interaction', 'Preference learning', 'Adaptive robots', 'User experience'"
"Evaluating the Co-dependence and Co-existence between Religion and Robots: Past, Present and Insights on the Future","'Habib Ahmed', 'Hung Manh La'","'Religion', 'Robotics', 'Social robots', 'Artificial intelligence (AI)', 'Automatons', 'Humanoid robots', 'Roboethics'"
Sharing Experiences to Help a Robot Present Its Mind and Sociability,"'Changzeng Fu', 'Yuichiro Yoshikawa', 'Takamasa Iio', 'Hiroshi Ishiguro'","'Human–robot interaction', 'Experience sharing', 'Sociability', 'Mind'"
Ethical Considerations of Applying Robots in Kindergarten Settings: Towards an Approach from a Macroperspective,"'Nils F. Tolksdorf', 'Scarlet Siebert', 'Isabel Zorn', 'Ilona Horwath', 'Katharina J. Rohlfing'","'Robot ethics', 'Kindergarten settings', 'Child–robot interaction', 'Early childhood education'"
Technological Frames and Care Robots in Eldercare,"'Susanne Frennert', 'Hedvig Aminoff', 'Britt Östlund'","'Care robots', 'Focus groups', 'Frontline care staff', 'Older people', 'Students', 'Attitudes', 'Values'"
Collaborative and Inclusive Process with the Autism Community: A Case Study in Colombia About Social Robot Design,"'Andrés A. Ramírez-Duque', 'Luis F. Aycardi', 'Adriana Villa', 'Marcela Munera', 'Teodiano Bastos', 'Tony Belpaeme', 'Anselmo Frizera-Neto', 'Carlos A. Cifuentes'","'Autism spectrum disorder (ASD)', 'Child–robot interaction (CRI)', 'Participatory design (PD)', 'Social assistive robotics (SAR)'"
Assistive Robots for the Social Management of Health: A Framework for Robot Design and Human–Robot Interaction Research,"'Meia Chita-Tegmark', 'Matthias Scheutz'","'Socially assistive robots', 'Health management', 'Human robot interaction'"
Kinematics Affect People’s Judgments of a Wheeled Robot’s Ability to Climb a Stair,"'Noah J. Wheeler', 'Keith S. Jones'","'Perception-action', 'Ecological approaches', 'Kinematics', 'Autonomous agents', 'Human–robot interaction'"
Simplified Pain Matrix Method for Artificial Pain Activation Embedded into Robot Framework,"'Muh Anshar', 'Mary-Anne Williams'","'HRI', 'Synthetic pain', 'Joint position', 'Faulty joint', 'Elbow data', 'Data sequence', 'Proprioceptive pain', 'Inflammatory pain', 'Sensory malfunction pain'"
The Effects of Robotics Training on Children’s Spatial Ability and Attitude Toward STEM,"'Burak Sisman', 'Sevda Kucuk', 'Yavuz Yaman'","'Secondary education', 'Spatial thinking', 'STEM', 'Educational robotics', 'Interactive learning environments'"
Can Robots Make us Better Humans?,"'Massimiliano L. Cappuccio', 'Eduardo B. Sandoval', 'Omar Mubin', 'Mohammad Obaid', 'Mari Velonaki'","'Virtuous Robotics', 'Virtue Ethics', 'Self-improvement', 'Deontology', 'Consequentialism', 'Human–Robot interaction', 'Recognition theory', 'Character formation', 'Machine Ethics', 'Aristotle'"
Designing Virtuous Sex Robots,"'Anco Peeters', 'Pim Haselager'","'Sex robots', 'Virtue ethics', 'Human–robot interaction', 'Empathy', 'Narcissistic personality disorder'"
"Robotic Faciality: The Philosophy, Science and Art of Robot Faces","'Chris Chesher', 'Fiona Andreallo'","'Robot face', 'Faciality', 'Social robotics', 'Philosophy', 'Deleuze', 'Guattari', 'Human–robot interaction'"
PeppeRecycle: Improving Children’s Attitude Toward Recycling by Playing with a Social Robot,"'Giovanna Castellano', 'Berardina De\xa0Carolis', 'Francesca D’Errico', 'Nicola Macchiarulo', 'Veronica Rossano'","'Social robots', 'Serious games', 'Computer vision', 'Ecological sustainability', 'Socio-affective assesment'"
Virtue and Vice in Our Relationships with Robots: Is There an Asymmetry and How Might it be Explained?,'Robert Sparrow',"'Ethics', 'Robotics', 'Virtue', 'Vice', 'HRI'"
Teaching Robots a Lesson: Determinants of Robot Punishment,"'Merel Keijsers', 'Hussain Kazmi', 'Friederike Eyssel', 'Christoph Bartneck'","'Human–Robot interaction', 'Robot threat', 'Robot aggression', 'Mind attribution', 'Robot embodiment'"
"How to Use Virtue Ethics for Thinking About the Moral Standing of Social Robots: A Relational Interpretation in Terms of Practices, Habits, and Performance",'Mark Coeckelbergh',"'Moral standing', 'Social robots', 'Virtue ethics', 'Practice', 'Habit', 'Embodiment', 'Incorporation', 'MacIntyre', 'Bourdieu', 'Performance'"
Personalized Robot Interventions for Autistic Children: An Automated Methodology for Attention Assessment,"'Fady Alnajjar', 'Massimiliano Cappuccio', 'Abdulrahman Renawi', 'Omar Mubin', 'Chu Kiong Loo'","'Autism', 'Robotics', 'Assessment', 'Attention', 'Therapy'"
Mini: A New Social Robot for the Elderly,"'Miguel A. Salichs', 'Álvaro Castro-González', 'Esther Salichs', 'Enrique Fernández-Rodicio', 'Marcos Maroto-Gómez', 'Juan José Gamboa-Montero', 'Sara Marques-Villarroya', 'José Carlos Castillo', 'Fernando Alonso-Martín', 'Maria Malfaz'","'Robots for elderly', 'Healthcare robotics', 'Human–robot interaction', 'HRI', 'Social robotics', 'Assistive robotics'"
"A Systematic Review of Attitudes, Anxiety, Acceptance, and Trust Towards Social Robots","'Stanislava Naneva', 'Marina Sarda Gou', 'Thomas L. Webb', 'Tony J. Prescott'","'Attitudes toward technology', 'Social robots', 'Systematic review', 'Human–robot interaction'"
I–C–E Framework: Concepts for Group Dynamics Research in Human-Robot Interaction,"'Anna M. H. Abrams', 'Astrid M. Rosenthal-von der Pütten'","'Human-robot interaction', 'HRI', 'Group dynamics', 'ICE framework', 'Ingroup identification', 'Cohesion', 'Entitativity'"
Influence of Reaction Time in the Emotional Response of a Companion Robot to a Child’s Aggressive Interaction,"'Ahmad Yaser Alhaddad', 'John-John Cabibihan', 'Andrea Bonarini'","'Companion robots', 'Machine learning', 'Autism spectrum disorders', 'Children', 'Robots for therapy', 'Meltdown', 'Long short-term memory network (LSTM)'"
The Effect of Design Features on Relationship Quality with Embodied Conversational Agents: A Systematic Review,"'Kate Loveys', 'Gabrielle Sebaratnam', 'Mark Sagar', 'Elizabeth Broadbent'","'Human–computer interaction', 'Embodied conversational agents', 'Relationship quality', 'Design features', 'Healthcare'"
Robotic Understanding of Object Semantics by Referringto a Dictionary,"'Fujian Yan', 'Dang M. Tran', 'Hongsheng He'","'Autonomous robots', 'Robot reasoning', 'Semantic comprehension', 'Human–robot interaction (HRI)', 'Scene comprehension'"
The Secret Life of Robots: Perspectives and Challenges for Robot’s Behaviours During Non-interactive Tasks,"'Silvia Rossi', 'Alessandra Rossi', 'Kerstin Dautenhahn'","'Service robots', 'Robot acceptance', 'Robot etiquette', 'Non-interactive tasks', 'Socially acceptable behaviour'"
Social Robots to Test Flexibility of Human Social Cognition,'Agnieszka Wykowska',"'Human social cognition', 'Social robotics', 'Experimental psychology', 'Cognitive neuroscience', 'Human–robot interaction'"
Is Automation Appropriate? Semi-autonomous Telepresence Architecture Focusing on Voluntary and Involuntary Movements,"'Masahiko Osawa', 'Kohei Okuoka', 'Yusuke Takimoto', 'Michita Imai'","'Telepresence robot', 'Automation', 'Voluntary', 'Involuntary'"
Health Professional and Workers Attitudes Towards the Use of Social Robots for Older Adults in Long-Term Care,"'Shu-Chuan Chen', 'Cindy Jones', 'Wendy Moyle'","'Health personnel', 'Attitudes', 'Social robots', 'Long-term care', 'Survey'"
Persuasive Robots Acceptance Model (PRAM): Roles of Social Responses Within the Acceptance Model of Persuasive Robots,"'Aimi Shazwani Ghazali', 'Jaap Ham', 'Emilia Barakova', 'Panos Markopoulos'","'Persuasive robots', 'Technology acceptance model (TAM)', 'Social responses', 'Partial least square (PLS)', 'Human–robot interaction (HRI)'"
"Care Robot Orientation: What, Who and How? Potential Users’ Perceptions","'Rose-Marie Johansson-Pajala', 'Kirsten Thommes', 'Julia A. Hoppe', 'Outi Tuisku', 'Lea Hennala', 'Satu Pekkarinen', 'Helinä Melkas', 'Christine Gustafsson'","'Care robots', 'Focus group', 'Older adults', 'Orientation', 'Qualitative research', 'Welfare technology'"
Analysing the Computational Competences Acquired by K-12 Students When Lectured by Robotic and Human Teachers,"'Camino Fernández-Llamas', 'Miguel Ángel Conde', 'Francisco J. Rodríguez-Sedano', 'Francisco J. Rodríguez-Lera', 'Vicente Matellán-Olivera'","'Educational robotics', 'HRI', 'Learning'"
A Social Robot Learning to Facilitate an Assistive Group-Based Activity from Non-expert Caregivers,"'Wing-Yue Geoffrey Louie', 'Goldie Nejat'","'Socially assistive robots', 'Learning from demonstration', 'Non-expert robot teachers', 'Group-based activities', 'Caregivers and older adults'"
Task and Design Requirements for an Affordable Mobile Service Robot for Elder Care in an All-Inclusive Care for Elders Assisted-Living Setting,"'Michelle J Johnson', 'Megan A. Johnson', 'Justine S. Sefcik', 'Pamela Z. Cacchione', 'Caio Mucchiani', 'Tessa Lau', 'Mark Yim'","'Design', 'Elder care', 'Mobile service robots', 'Assistive robots', 'Healthy aging', 'Assisted-living', 'Human-robot interaction'"
Simplified Stable Admittance Control Using End-Effector Orientations,"'Wen Yu', 'Adolfo Perrusquía'","'Admittance control', 'Stability', 'Sliding mode control'"
A User Study of a Humanoid Robot as a Social Mediator for Two-Person Conversations,"'Yasir Tahir', 'Justin Dauwels', 'Daniel Thalmann', 'Nadia Magnenat Thalmann'","'Sociometrics', 'Dialog', 'Audio-Visual', 'Human behavior'"
Investigating Joint-Action in Short-Cycle Repetitive Handover Tasks: The Role of Giver Versus Receiver and its Implications for Human-Robot Collaborative System Design,"'Someshwar Roy', 'Yael Edan'","'Joint action', 'Human robot collaboration', 'Human robot handover', 'Designing cobots', 'Human factors in Robotics', 'Warehouse robots', 'Supermarket robot', 'User Experience (UX)', 'Human human handover'"
Language Use in Joint Action: The Means of Referring Expressions,"'Harumi Kobayashi', 'Tetsuya Yasuda', 'Hiroshi Igarashi', 'Satoshi Suzuki'","'Collaborative work', 'Joint action', 'Grounding', 'Common ground', 'Demonstratives', 'Referring expressions'"
Can We Agree on What Robots Should be Allowed to Do? An Exercise in Rule Selection for Ethical Care Robots,"'Dieter Vanderelst', 'Jurgen Willems'","'Ethical robots', 'Assistive robots', 'Ethical dilemma', 'Care-robot'"
Social Robotics and Engineering Students: Do They Match? Does Culture Matter?,'Mustafa Suphi Erden',"'Social robotics', 'Education', 'Engineering', 'Culture', 'Cultural background'"
It Does Not Matter Who You Are: Fairness in Pre-schoolers Interacting with Human and Robotic Partners,"'C. Di Dio', 'F. Manzi', 'S. Itakura', 'T. Kanda', 'H. Ishiguro', 'D. Massaro', 'A. Marchetti'","'Human–robot interaction', 'Children', 'Robot', 'Humanoid', 'Ultimatum Game', 'Theory of mind'"
Multiple Communication Roles in Human–Robot Interactions in Public Space,"'Leopoldina Fortunati', 'Filippo Cavallo', 'Mauro Sarrica'","'Human–robot communication', 'Robot–humans communication', 'Robots as public figures', 'Public interaction with social robots', 'Robots in public space', 'Robots’ multiple communication roles'"
The Social Pragmatics of Communication with Social Robots: Effects of Robot Message Design Logic in a Regulative Context,"'Autumn Edwards', 'Chad Edwards', 'Andrew Gambino'","'Mutual shaping', 'Message design logic', 'Social robots', 'Credibility', 'Face support', 'Attraction', 'Regulative situations'"
Robotic Versus Human Coaches for Active Aging: An Automated Social Presence Perspective,"'Martina Čaić', 'João Avelino', 'Dominik Mahr', 'Gaby Odekerken-Schröder', 'Alexandre Bernardino'","'Automated social presence', 'Social cognition', 'Socially assistive robots', 'Exergames', 'Elderly care', 'User experience'"
Mutual Shaping in the Design of Socially Assistive Robots: A Case Study on Social Robots for Therapy,"'Katie Winkle', 'Praminda Caleb-Solly', 'Ailie Turton', 'Paul Bremner'","'Socially assistive robots', 'Robots in therapy', 'Robot acceptance', 'Design methods', 'Qualitative research methods'"
Designing a Social Robot to Support Children’s Inquiry Learning: A Contextual Analysis of Children Working Together at School,"'Daniel P. Davison', 'Frances M. Wijnen', 'Jan van der Meij', 'Dennis Reidsma', 'Vanessa Evers'","'Contextual analysis', 'Design guidelines', 'Collaborative inquiry learning', 'Balance beam', 'Learning by teaching', 'Interactive explanation', 'Social robot', 'Behaviour design'"
"The Progressive Intertwinement Between Design, Human Needs and the Regulation of Care Technology: The Case of Lower-Limb Exoskeletons","'Eduard Fosch-Villaronga', 'Beste Özcan'","'Human–robot interaction', 'Care robots', 'Regulation', 'Design', 'User-centered approach', 'Law', 'Safety', 'Privacy', 'Cognitive', 'Technology'"
Adaptive Side-by-Side Social Robot Navigation to Approach and Interact with People,"'Ely Repiso', 'Anaís Garrell', 'Alberto Sanfeliu'","'Human–robot companion side-by-side', 'Human–robot approaching', 'Robot navigation', 'Human–robot interaction', 'Human–robot collaboration'"
Short-Term Human–Robot Interaction Adaptability in Real-World Environments,"'Antonio Andriella', 'Carme Torras', 'Guillem Alenyà'","'Short-Term Human–Robot Interaction', 'Adaptive Behaviour', 'Social Robotics', 'Human–Robot Interaction', 'Cognitive System'"
A WiSARD Network Approach for a BCI-Based Robotic Prosthetic Control,"'Mariacarla Staffa', 'Maurizio Giordano', 'Fanny Ficuciello'","'Automatic robotic prosthetic control', 'Weightless neural network', 'Brain computer interface', 'EEG-signal processing'"
Emotional and Behavioural Distraction by a Social Robot for Children Anxiety Reduction During Vaccination,"'Silvia Rossi', 'Marwa Larafa', 'Martina Ruocco'","'Emotional behaviour', 'SAR in healthcare', 'Attention', 'Anxiety'"
RHIZOME ARCHITECTURE: An Adaptive Neurobehavioral Control Architecture for Cognitive Mobile Robots—Application in a Vision-Based Indoor Robot Navigation Context,"'Dalia Marcela Rojas-Castro', 'Arnaud Revel', 'Michel Menard'","'Adaptive behavior', 'Cognitive robots', 'Generic control architecture', 'Social robots', 'Robot navigation', 'Behavior-based control architecture', 'Emergent behaviors', 'Learning and recognition'"
A Novel Reinforcement-Based Paradigm for Children to Teach the Humanoid Kaspar Robot,"'Abolfazl Zaraki', 'Mehdi Khamassi', 'Luke J. Wood', 'Gabriella Lakatos', 'Costas Tzafestas', 'Farshid Amirabdollahian', 'Ben Robins', 'Kerstin Dautenhahn'","'Human–robot interaction', 'Reinforcement learning', 'Autism', 'Autonomous robotics', 'Children social skills', 'Teaching'"
ENRICHME: Perception and Interaction of an Assistive Robot for the Elderly at Home,"'Serhan Coşar', 'Manuel Fernandez-Carmona', 'Roxana Agrigoroaie', 'Jordi Pages', 'François Ferland', 'Feng Zhao', 'Shigang Yue', 'Nicola Bellotto', 'Adriana Tapus'","'Assistive robotics', 'Robot perception', 'Human–robot interaction'"
TROS: Protecting Humanoids ROS from Privileged Attackers,"'Giovanni Mazzeo', 'Mariacarla Staffa'","'Robotic operating system', 'Secure enclave', 'Humanoid robots', 'Trusted Execution Environment', 'Cyber-Physical Systems'"
Multimodal Object-Based Environment Representation for Assistive Robotics,"'Yohan Breux', 'Sebastien Druon'","'Knowledge representation', 'Human–robot interaction', 'Natural language processing', 'Assistive robotics'"
Children Teach Handwriting to a Social Robot with Different Learning Competencies,"'Shruti Chandra', 'Pierre Dillenbourg', 'Ana Paiva'","'Child–robot interaction', 'Peer-tutoring', 'Learning-by-teaching', 'Longitudinal studies', 'Handwriting', 'Social robot'"
A Holistic Approach to Behavior Adaptation for Socially Assistive Robots,"'Alessandro Umbrico', 'Amedeo Cesta', 'Gabriella Cortellessa', 'Andrea Orlandini'","'Socially assistive robotics', 'Artificial intelligence', 'Knowledge representation and Reasoning', 'User profiling and personalization'"
