Title,Affiliation,Authors,Coordinates
How Movements of a Non-Humanoid Robot Affect Emotional Perceptions and Trust,"'HRI Lab Department of Computer Science, Tufts University, Medford, MA, 02155, USA', 'Interdisciplinary Robotics Research Lab, Department of Cognitive Science, Vassar College, Poughkeepsie, NY, 12604, USA'","'Theresa Law', 'Josh de Leeuw\xa0&\xa0John H. Long'","[(42.40649125, -71.11800725402092), (41.68616634999999, -73.89338274119729)]"
Do I Have a Personality? Endowing Care Robots with Context-Dependent Personality Traits,"'Institut de Robòtica i Informàtica Industrial, CSIC-UPC, C/Llorens i Artigas 4-6, 08028, Barcelona, Spain', 'Knowledge Technology Department of Informatics, University of Hamburg, Vogt-Koelln-Str 30, 22527, Hamburg, Germany', 'CAS Key Laboratory of Behavioural Science, Institute of Psychology, Beijing, China', 'Department of Psychology, University of Chinese Academy of Sciences, Beijing, China'","'Antonio Andriella,\xa0Carme Torras\xa0&\xa0Guillem Alenyà', 'Henrique Siqueira,\xa0Di Fu,\xa0Sven Magg,\xa0Pablo Barros\xa0&\xa0Stefan Wermter', 'Di Fu', 'Di Fu'","[(41.3826998, 2.1152158), (53.5998564, 9.9316718), (40.00469755, 116.37110264848036), (39.907697049999996, 116.24405770367915)]"
What Do You Mean by Trust? Establishing Shared Meaning in Interdisciplinary Design for Assistive Technology,"'HCI Group, TU Wien, Argentinierstr. 8, 1040, Wien, Austria', 'New Design University, Mariazeller Str. 97a, 3100, St. Pölten, Austria'","'Isabel Schwaninger,\xa0Astrid Weiss\xa0&\xa0Geraldine Fitzpatrick', 'Florian Güldenpfennig'","[(48.1976475, 16.3714602), (48.18744465, 15.619565350466845)]"
"“Don’t Get Distracted!”: The Role of Social Robots’ Interaction Style on Users’ Cognitive Performance, Acceptance, and Non-Compliant Behavior","'Psychology Department, Università degli Studi della Campania Luigi Vanvitelli, Caserta, Italy', 'Department of Electrical Engineering and Information Technologies, University of Naples Federico II, Napoli, Italy'","'Gianpaolo Maggi', 'Elena Dell’Aquila,\xa0Ilenia Cucciniello\xa0&\xa0Silvia Rossi'","[(41.06722345, 14.330540530027967), ('', '')]"
A Bayesian Trust Inference Model for Human-Multi-Robot Teams,"'Department of Mechanical Engineering, Clemson University, Clemson, SC, 29634, USA'","'Maziar Fooladi\xa0Mahani,\xa0Longsheng Jiang\xa0&\xa0Yue Wang'","[(34.66869155, -82.83743475607795)]"
Improving Interactions with Healthcare Robots: A Review of Communication Behaviours in Social and Healthcare Contexts,"'Department of Psychological Medicine, Faculty of Health Psychology, The University of Auckland, Auckland, New Zealand', 'Department of Electrical and Computer Engineering, Faculty of Engineering, The University of Auckland, Auckland, New Zealand'","'Deborah L. Johanson\xa0&\xa0Elizabeth Broadbent', 'Ho Seok Ahn'","[('', ''), ('', '')]"
The Cooperation Modes for Two Humanoid Robots,"'School of Electrical Engineering and Automation, Xiamen University of Technology, No.600, Ligong Road, Jimei,  Xiamen, 361024, People’s Republic of China'",'Li-Hong Juang',"[(24.1556389, 120.7152699)]"
Emotional Expressions of Real Humanoid Robots and Their Influence on Human Decision-Making in a Finite Iterated Prisoner’s Dilemma Game,"'Graduate School of Engineering, University of Fukui, 3-9-1, Bunkyo, Fukui-shi, Fukui, 910-8507, Japan', 'Faculty of Engineering, Gifu University, 1-1 Yanagido, Gifu, 501-1193, Japan', 'School of Global and Community Studies, University of Fukui, 3-9-1, Bunkyo, Fukui-shi, Fukui, 910-8507, Japan'","'Yasutake Takahashi\xa0&\xa0Yuki Kayukawa', 'Kazunori Terada', 'Hiroyuki Inoue'","[(36.07583485, 136.21242860174607), (35.46440655, 136.73798506778923), ('', '')]"
"Field Testing of Ro-Tri, a Robot-Mediated Triadic Interaction for Older Adults","'Department of EECS, Vanderbilt University, Nashville, TN, USA', 'College of Nursing, The Ohio State University, Columbus, OH, USA', 'Center for Cognitive Medicine, Vanderbilt University Medical Center, Nashville, TN, USA', 'Geriatric Research, Education and Clinical Center, Tennessee Valley Veterans Affairs Medical Center, Nashville, TN, USA', 'School of Nursing, Vanderbilt University, Nashville, TN, USA', 'Department of Mechanical Engineering, Vanderbilt University, Nashville, TN, USA'","'Jing Fan\xa0&\xa0Akshith Ullal', 'Lorraine C. Mion', 'Paul Newhouse', 'Paul Newhouse', 'Linda Beuscher', 'Nilanjan Sarkar'","[(36.14380105, -86.80281889095295), (40.00570905, -83.02866465596318), (36.14092375, -86.80163418092431), (36.1622767, -86.7742984), (36.14380105, -86.80281889095295), (36.14380105, -86.80281889095295)]"
Use of a Social Robot in the Implementation of a Narrative Intervention for Young People with Cystic Fibrosis: A Feasibility Study,"'Queensland University of Technology, Brisbane, Australia'","'Jeremy K. Russell,\xa0Esben Strodl\xa0&\xa0David Kavanagh'","[(-27.4689682, 153.0234991)]"
Attitudes Toward Robots as Equipment and Coworkers and the Impact of Robot Autonomy Level,"'Tampere University, Tampere, Finland', 'University of Turku, Turku, Finland'","'Rita Latikka,\xa0Nina Savela\xa0&\xa0Atte Oksanen', 'Aki Koivula'","[(61.49412325, 23.779206777676293), (60.45614005, 22.28642788635114)]"
The Threats of Artificial Intelligence Scale (TAI),"'Department of Social Sciences, University of Düsseldorf, Düsseldorf, Germany'","'Kimon Kieslich,\xa0Marco Lünich\xa0&\xa0Frank Marcinkowski'","[(51.24805515, 6.791238780604701)]"
Tactile Interaction with a Humanoid Robot: Effects on Physiology and Subjective Impressions,"'Division of Cognitive Sciences, Department of Psychology, University of Potsdam, Potsdam, Germany', 'RoboticsLab Telematics, TH Wildau (UAS), Wildau, Germany'","'Yuefang Zhou,\xa0Tristan Kornher\xa0&\xa0Martin H. Fischer', 'Janett Mohnke'","[(52.3888479, 13.1197939), (52.3194124, 13.6338248)]"
Designing a Novel Robot Activist Model for Interactive Child Rights Education,"'Cardiff School of Technologies, Cardiff Metropolitan University, Western Avenue, Cardiff, CF5 2YB, UK', 'School of Information Technology, Monash University Malaysia, Jalan Lagoon Selatan, 47500, Bandar Sunway, Selangor Darul Ehsan, Malaysia', 'National Human Rights Commission of Malaysia, 11th Floor, Menara TH Perdana, Jalan Sultan Ismail, 50250, Kuala Lumpur, Malaysia'","'Esyin Chew', 'Umer Sikander Khan', 'Pei Hsi Lee'","[(51.4960947, -3.2127615385866655), (3.0652838, 101.5988008), (3.15995475, 101.69600718474577)]"
Effect of Robot Tutor’s Feedback Valence and Attributional Style on Learners,"'Department of Industrial Engineering, Tsinghua University, Beijing, China'",'Xin Lei\xa0&\xa0Pei-Luen Patrick Rau',"[(40.002290450000004, 116.3209629696906)]"
Factors Predicting Patients’ Willingness to Use Robotic Dental Services,"'College of Arts and Sciences, Embry-Riddle Aeronautical University, 600 South Clyde Morris Blvd., Daytona Beach, FL, 32114, USA', 'Florida Institute of Technology, 150 W University Blvd., Melbourne, FL, 32901, USA'","'Mattie Milner,\xa0Scott R. Winter,\xa0Stephen Rice,\xa0Emily Anania,\xa0Nadine Ragbir\xa0&\xa0Cynthia Smith', 'Rian Mehta'","[(29.19021607884569, -81.04699515339595), (28.06382774076892, -80.62397082561878)]"
The Design Model for Robotic Waitress,"'EUREKA Robotics Lab, Cardiff School of Technologies, Cardiff Metropolitan University, Western Avenue, Llandaff, Cardiff, CF5 2YB, UK'",'Jiaji Yang\xa0&\xa0Esyin Chew',"[(51.4960947, -3.2127615385866655)]"
It was a Pleasure Meeting You,"'University of Hertfordshire, College Lane, Hatfield, AL10 9AB, UK', 'Bielefeld University, Inspiration 1, 33619, Bielefeld, Germany'","'Patrick Holthaus', 'Sven Wachsmuth'","[(51.75174425, -0.23904979445944738), (52.0454318, 8.4918048)]"
The Effects of Perceived Identity Threat and Realistic Threat on the Negative Attitudes and Usage Intentions Toward Hotel Service Robots: The Moderating Effect of the Robot’s Anthropomorphism,"'Tatung University, Taipei City, Taiwan'","'Hsien-Long Huang,\xa0Li-Keng Cheng,\xa0Pi-Chuan Sun\xa0&\xa0Szu-Jung Chou'","[(25.0851933, 121.47327970975414)]"
Qualitative Research in HRI: A Review and Taxonomy,"'Maynooth University, Maynooth, Ireland', 'Trinity College Dublin, Dublin, Ireland'","'Louise Veling', 'Conor McGinn'","[(53.3820615, -6.5988074), (53.34366745, -6.254444724511822)]"
Utility of Functional Transparency and Usability in UAV Supervisory Control Interface Design,"'Dataminr, New York, NY, USA', 'United States Military Academy, West Point, NY, USA', 'Department of Industrial & Systems Engineering, University of Florida, P.O. Box 116595, Gainesville, FL, 32611-6595, USA', 'NAVAIR, New Bern, NC, USA'","'Wenjuan Zhang', 'David Feltner', 'David Kaber', 'James Shirley'","[(40.7127281, -74.0060152), (41.3558443, -74.00783122512726), (29.6328784, -82.34901329340119), (35.1084931, -77.0441143)]"
Perception and Evaluation in Human–Robot Interaction: The Human–Robot Interaction Evaluation Scale (HRIES)—A Multicomponent Approach of Anthropomorphism,"'Social Cognition in Human-Robot Interaction, Istituto Italiano di Tecnologia, Via Morego, 30, 16163, Genova, GE, Italy', 'Department of Education, University of Potsdam, Am Neuen Palais 10, 14469, Potsdam, Germany', 'Department of Electrical and Computer Engineering, Institute for Cognitive Systems, Technical University of Munich, Arcisstraße 21, 80333, Munich, Germany'","'Nicolas Spatola', 'Nicolas Spatola', 'Barbara Kühnlenz\xa0&\xa0Gordon Cheng'","[(44.4766657, 8.9076415), (52.40144345, 13.008791572617042), (48.14907275, 11.567444920339295)]"
Adaptive Control of Robot Series Elastic Drive Joint Based on Optimized Radial Basis Function Neural Network,"'School of Mechanical and Electrical Engineering, Central South University of Forestry and Technology, Changsha, China'","'Nianfeng Shao,\xa0Qinyuan Zhou,\xa0Chenyang Shao\xa0&\xa0Yan Zhao'","[(28.1450774, 113.2384362)]"
Moral Uncanny Valley: A Robot’s Appearance Moderates How its Decisions are Judged,"'University of Helsinki, Helsinki, Finland', 'Max Planck Institute for Human Development, Center for Humans & Machines, Berlin, Germany'","'Michael Laakasuo\xa0&\xa0Jussi Palomäki', 'Nils Köbis'","[(60.175648300000006, 24.953550020522073), (52.4686894, 13.303758929473972)]"
Study of Coordination Between Patients with Schizophrenia and Socially Assistive Robot During Physical Activity,"'EuroMov Digital Health in Motion, Univ Montpellier, IMT Mines Ales, Montpellier, France', 'ETIS UMR8051, CY University, ENSEA, CNRS, 95000, Cergy, France', 'GIPSA-lab, Université Grenoble Alpes, 38185, Grenoble, France', 'INSERM U-1061, 34090, Montpellier, France', 'Service Universitaire de Psychiatrie Adulte, CHU Montpellier, 34090, Montpellier, France', 'Laboratoire Epsylon Universite Paul Valery Montpellier, 34090, Montpellier, France', 'College of the Holy Cross, Worcester, MA, 01610, USA', 'Laboratoire Epsylon Université Paul Valery Montpellier & Service Universitaire de Psychiatrie Adulte, CHU Montpellier, Montpellier, 34090, France'","'Lise Aubin,\xa0Chloé Amiel\xa0&\xa0Ludovic Marin', 'Ghilès Mostafaoui', 'Hélène Serré', 'Delphine Capdevielle', 'Maëlane Hellouin de Menibus', 'Julie Boiché', 'Richard Schmidt', 'Stéphane Raffard'","[(43.6112422, 3.8767337), (49.042651500000005, 2.0839126006883513), (45.1923077, 5.7232072), ('', ''), ('', ''), ('', ''), (42.23668645, -71.80702483708313), (43.6112422, 3.8767337)]"
Likert or Not? How Using Likert Rather Than Biposlar Ratings Reveal Individual Difference Scores Using the Godspeed Scales,"'Department of Psychology, University of Central Florida, Orlando, USA', 'MITRE Corp., McLean, USA', 'Institute for Simulation and Training, University of Central Florida, Orlando, USA'","'A. D. Kaplan\xa0&\xa0P. A. Hancock', 'T. L. Sanders', 'P. A. Hancock'","[(28.59899755, -81.19712501183949), (40.4631789, -88.8196613), (28.59899755, -81.19712501183949)]"
"The Importance of Realism, Character, and Genre: How Theatre Can Support the Creation of Likeable Sociable Robots","'Department of Theatre, Film, Television and Interactive Media, University of York, Baird Lane, Heslington, York, YO10 5GB, UK'",'Louise LePage',"[(53.9453903, -1.0314592943104675)]"
A Systematic Review for Service Humanoid Robotics Model in Hospitality,"'EUREKA Robotics Lab, Cardiff School of Technologies, Cardiff Metropolitan University, Western Avenue, Llandaff, Cardiff, CF5 2YB, UK'",'Jiaji Yang\xa0&\xa0Esyin Chew',"[(51.4960947, -3.2127615385866655)]"
Female-Type Android’s Drive to Quickly Understand a User’s Concept of Preferences Stimulates Dialogue Satisfaction: Dialogue Strategies for Modeling User’s Concept of Preferences,"'Advanced Telecommunications Research Institute International, 2-2-2 Hikaridai, Keihanna Science City, Kyoto, Japan', 'Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, Japan'","'Takahisa Uchida,\xa0Takashi Minato\xa0&\xa0Hiroshi Ishiguro', 'Takahisa Uchida,\xa0Yutaka Nakamura,\xa0Yuichiro Yoshikawa\xa0&\xa0Hiroshi Ishiguro'","[(35.021041, 135.7556075), (34.8040284, 135.4506376)]"
Children’s Evaluations of a Therapy Dog and Biomimetic Robot: Influences of Animistic Beliefs and Social Interaction,"'Department of Psychology, University of Portsmouth, Portsmouth, PO1 2DY, UK', 'School of Psychology, University of Southampton, Southampton, SO17 1BJ, UK'","'Olivia Barber,\xa0Eszter Somogyi\xa0&\xa0Leanne Proops', 'Anne E. McBride'","[(50.795245, -1.0935528683212405), (50.9354752, -1.3962847494297244)]"
Social Assistive Robots: Assessing the Impact of a Training Assistant Robot in Cardiac Rehabilitation,"'Department of Mechanical and Aerospace Engineering, Syracuse University, Syracuse, NY, USA', 'Department of Computer Sciences, University of Wisconsin-Madison, Madison, WI, USA', 'Fundación Cardioinfantil-Instituto de Cardiología, Bogota, Colombia', 'Department of Biomedical Engineering, Colombian School of Engineering Julio Garavito, Bogota, Colombia', 'IDLab - imec, Ghent University, Ghent, Belgium'","'Jonathan Casas', 'Emmanuel Senft', 'Luisa F. Gutiérrez\xa0&\xa0Mónica Rincón-Rocancio', 'Marcela Múnera\xa0&\xa0Carlos A. Cifuentes', 'Tony Belpaeme'","[(43.017112850000004, -76.11855360009726), (43.080274450000005, -89.43095871991434), (4.6529539, -74.0835643), (4.6529539, -74.0835643), (51.0134062, 3.7093839)]"
Social Robots on a Global Stage: Establishing a Role for Culture During  Human–Robot Interaction,"'School of Management, University College London, London, UK', 'Institute of Neuroscience and Psychology, University of Glasgow, Glasgow, Scotland', 'Department of Cognitive Science, Macquarie University, Sydney, Australia'","'Velvetina Lim', 'Maki Rooksby\xa0&\xa0Emily S. Cross', 'Emily S. Cross'","[(51.52420305, -0.13300072425929543), (55.872315349999994, -4.289219112981823), (-33.7740328, 151.11269439194754)]"
Foundations of Erobotics,"'Department of Psychology, Concordia University, Montreal, QC, Canada', 'Department of Philosophy, Jean-de-Brebeuf College, Montreal, QC, Canada', 'Observatoire sur les Impacts Sociétaux de l’Intelligence Artificielle et du Numérique, Laval University, Québec, QC, Canada'","'Simon Dubé', 'Dave Anctil', 'Dave Anctil'","[(45.49524405, -73.57849928292674), (45.501678150000004, -73.6228557575592), (56.5507887, -76.5506581822063)]"
“THIS ISN’T ME!”: The Role of Age-Related Self- and User Images for Robot Acceptance by Elders,"'Developmental Psychology Lab, Goethe University of Frankfurt am Main, Frankfurt, Germany', 'Psychological Ageing Research, University of Siegen, Siegen, Germany', 'Developmental and Child and Adolescent Clinical Psychology Unit, Christian-Albrechts-University of Kiel, Kiel, Germany'","'Melanie Dudek\xa0&\xa0Monika Knopf', 'Stefanie Baisch', 'Thorsten Kolling'","[('', ''), ('', ''), (54.3227085, 10.135555)]"
Computational Emotion Models: A Thematic Review,"'Centre for Artificial Intelligence (CAI), Faculty of Engineering and Information Technology, University of Technology Sydney (UTS), Ultimo, Australia'","'Suman Ojha,\xa0Jonathan Vitale\xa0&\xa0Mary-Anne Williams'","[(-33.8794728, 151.1984346)]"
Humor–Robot Interaction: A Scoping Review of the Literature and Future Directions,"'ISCTE-Instituto Universitário de Lisboa (ISCTE-IUL), CIS-IUL and INESC-ID, Lisbon, Portugal', 'ISCTE-Instituto Universitário de Lisboa (ISCTE-IUL) and CIS-IUL, Lisbon, Portugal', 'INESC-ID (GAIPS), Lisbon, Portugal', 'Instituto Superior Técnico-Universidade de Lisboa and INESC-ID, Lisbon, Portugal'","'Raquel Oliveira', 'Patrícia Arriaga', 'Minja Axelsson', 'Ana Paiva'","[(38.7077507, -9.1365919), (38.7077507, -9.1365919), (38.7077507, -9.1365919), (38.7077507, -9.1365919)]"
Human–Robot Collaborative Control in a Virtual-Reality-Based Telepresence System,"'Mathworks Inc., Natick, USA', 'Department of Electrical and Computer Engineering, University of Louisville, Louisville, USA', 'School of Electrical and Computer Engineering, Oklahoma State University, Stillwater, USA'","'Jianhao Du', 'Ha Manh Do', 'Weihua Sheng'","[(42.2836393, -71.346996), (38.21332235, -85.75770751081866), (36.128476750000004, -97.08398055028107)]"
The Rise of the Roboid,"'Department of Mathematics, Computer Science and Physics, University of Udine, Via delle Scienze, 206, 33100, Udine, (UD), Italy', 'The BioRobotics Institute, Scuola Superiore Sant’Anna, Viale Rinaldo Piaggio, 34, 56025, Pontedera, (PI), Italy', 'Department of Excellence in Robotics & AI, Scuola Superiore Sant’Anna, Piazza Martiri della Libertà, 33, 56127, Pisa, (PI), Italy', 'Department of Industrial Engineering, University of Florence, Via di S. Marta 3, 50139, Florence, (FI), Italy'","'Leopoldina Fortunati', 'Alessandra Sorrentino,\xa0Laura Fiorini\xa0&\xa0Filippo Cavallo', 'Alessandra Sorrentino,\xa0Laura Fiorini\xa0&\xa0Filippo Cavallo', 'Filippo Cavallo'","[(46.0811842, 13.2119706), (43.6613735, 10.6297171), (43.7206078, 10.4026444), (43.79827485, 11.252649156816469)]"
